machine_category,category_data_note,name,abrasive_flow_rate_kg_min,annual_maintenance_factor_pct,avg_utilization,bed_height_mm,bed_length_mm,bed_width_mm,bend_cycle_time_s,const_coeff_cycle_time,const_coeff_handling_time,csink_tool_avg_cost_usd,cut_speed_s,data_source,de_nesting_method,description,direct_overhead_rate_usd_hr,footprint_allowance_factor,form_tool_avg_cost_usd,good_part_yield,indirect_overhead_rate_usd_hr,installation_factor_pct,is_preferred,labor_rate_usd_hr,labor_time_standard,machine_length_mm,machine_life_yr,machine_manufacturer_location,machine_power_kw,machine_price_usd,machine_uptime_pct,machine_width_mm,mass_coeff_cycle_time,mass_coeff_handling_time_s_kg,max_bend_length_mm,max_form_depth_mm,max_multi_pass_thickness_mm,max_part_length_mm,max_part_width_mm,max_punch_size_mm,max_radius_to_thickness_ratio,max_rpm_rev_min,max_sheet_length_mm,max_sheet_width_mm,max_single_pass_thickness_mm,max_thickness_1_mm,max_thickness_2_mm,max_thickness_3_mm,max_thickness_4_mm,max_thickness_5_mm,max_thickness_aluminum_mm,max_thickness_brass_mm,max_thickness_copper_mm,max_thickness_stainless_steel_mm,max_thickness_steel_mm,max_tool_overlap_mm,min_multi_pass_diameter_mm,min_single_pass_diameter_mm,mixing_tube_diameter_mm,nibble_rate_cycles_min,nibble_tool_diameter_mm,nibble_tool_overlap_mm,nominal_sheet_size_length_mm,nominal_sheet_size_width_mm,note,nozzle_delay_s,number_of_heads,number_of_nozzles,number_of_operators,number_of_tool_stations,optimization_factor,orifice_diameter_mm,overhead_multiplier,paired_form_threshold_mm,perf_tool_avg_cost_usd,perforation_proximity_threshold_mm,perimeter_allowance_s_per_mm,pitch_margin_mm,power_watts,prebend_time_s,press_cycle_time_s,press_force_kn,press_table_length_mm,press_table_width_mm,pressure_n_mm2,punch_rate_cycles_min,rapid_traverse_rate_mm_min,reference_yield_strength_mpa,roll_width_mm,roll_working_length_mm,rolling_speed_mm_s,salvage_value_factor_pct,scrap_cuts_per_sheet,setup_time_hr,sheet_length_mm,sheet_length_trim_strip_mm,sheet_width_mm,sheet_width_trim_strip_mm,shut_height_mm,shuttle_time_s,side_margin_mm,small_feature_feed_radius_mm,small_feature_thickness_ratio,special_hole_tool_avg_cost_usd,special_tool_setup_hr,steel_thickness_mm,straight_length_1_mm,straight_length_2_mm,straight_length_3_mm,straight_length_4_mm,straight_length_5_mm,strokes_per_min,supplies_cost_usd_yr,tool_change_time_s,top_roll_diameter_mm,trim_strip_width_mm,wage_grade_name,weight_kg,work_center_labor_rate_factor
3D Laser Cutting Machine,,NTC TLM-608 5000,,5.0,0.73,800.0,2500.0,1900.0,,,,,,,,,19.24,1.5,,1.0,21.81,20.0,FALSE,36.3,1.0,6375.4,10,USA,4.71,300000.0,80.0,9753.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,5000.0,,,,,,,,20000.0,,,,,0.0,0.0,0.08,,,,,,0.0,,5.0,,,,,,,,,,,0.0,,,,,,
3D Laser Cutting Machine,,NTC TLM-914 3300,,5.0,0.73,600.0,4300.0,2800.0,,,,,,,,,18.87,1.5,,1.0,21.81,20.0,FALSE,36.3,1.0,6375.4,10,USA,4.71,300000.0,80.0,9753.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,3300.0,,,,,,,,40000.0,,,,,0.0,0.0,0.08,,,,,,0.0,,5.0,,,,,,,,,,,0.0,,,,,,
3D Laser Cutting Machine,,NTC TLM-914 5000,,5.0,0.73,800.0,4300.0,2800.0,,,,,,,,,19.24,1.5,,1.0,21.81,20.0,FALSE,36.3,1.0,6375.4,10,USA,7.14,300000.0,80.0,9753.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,5000.0,,,,,,,,20000.0,,,,,0.0,0.0,0.08,,,,,,0.0,,5.0,,,,,,,,,,,0.0,,,,,,
4 Roll Bender,,4 Roll Bender - 12200mm Roll Length x 84mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,253.29,5.0,,1.0,36.31,20.0,TRUE,43.21,1.0,14600.0,10,Virtual,875.0,2000000.0,80.0,3600.0,,,,,75.0,,,,,,,,60.0,,,,,,,,,,,,153.9,125.6,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,12200.0,75.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,84.0,,,65000.0,
4 Roll Bender,,4 Roll Bender - 2500mm Roll Length x 200mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,5.75,5.0,,1.0,16.75,20.0,TRUE,43.21,1.0,5250.0,10,Virtual,10.0,70000.0,80.0,1300.0,,,,,8.0,,,,,,,,5.0,,,,,,,,,,,,450.0,300.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2500.0,80.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,200.0,,,5000.0,
4 Roll Bender,,4 Roll Bender - 3000mm Roll Length x 400mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,19.67,5.0,,1.0,20.84,20.0,TRUE,43.21,1.0,6300.0,10,Virtual,30.0,250000.0,80.0,2600.0,,,,,20.0,,,,,,,,15.0,,,,,,,,,,,,600.0,550.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,3000.0,80.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,400.0,,,20000.0,
4 Roll Bender,,4 Roll Bender - 3500mm Roll Length x 700mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,75.65,5.0,,1.0,26.92,20.0,TRUE,43.21,1.0,8500.0,10,Virtual,100.0,1000000.0,80.0,3600.0,,,,,75.0,,,,,,,,60.0,,,,,,,,,,,,1200.0,800.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,3500.0,75.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,700.0,,,65000.0,
4 Roll Bender,,4 Roll Bender - 6100mm Roll Length x 65mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,140.06,5.0,,1.0,30.92,20.0,TRUE,43.21,1.0,11100.0,10,Virtual,326.0,1500000.0,80.0,3600.0,,,,,75.0,,,,,,,,60.0,,,,,,,,,,,,119.1,97.2,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,6100.0,75.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,65.0,,,65000.0,
4 Roll Bender,,4 Roll Bender - 9000mm Roll Length x 84mm Roll Diameter,,5.0,1.0,,,,,,,,,,,,194.64,5.0,,1.0,31.38,20.0,TRUE,43.21,1.0,11400.0,10,Virtual,587.0,1750000.0,80.0,3600.0,,,,,75.0,,,,,,,,60.0,,,,,,,,,,,,153.9,125.6,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,9000.0,75.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,84.0,,,65000.0,
4 Roll Bender,,Bertsch 100-10,,5.0,1.0,,,,,,,,,,,,22.69,5.0,,1.0,20.43,20.0,FALSE,43.21,1.0,6096.0,10,USA,30.0,300000.0,80.0,2529.84,,,,,25.4,,,,,,,,19.1,,,,,,,,,,,,480.0,647.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,310.0,,3048.0,71.12,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,432.0,,,5300.0,
4 Roll Bender,,Faccin 4HEL 201,,5.0,1.0,,,,,,,,,,,,5.08,5.0,,1.0,15.94,20.0,FALSE,43.21,1.0,4098.95,10,Italy,5.21,70866.14,80.0,1199.69,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,363.2,224.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,160.0,,,2500.0,
4 Roll Bender,,Faccin 4HEL 202,,5.0,1.0,,,,,,,,,,,,8.56,5.0,,1.0,16.39,20.0,FALSE,43.21,1.0,4598.82,10,Italy,9.31,118110.24,80.0,1299.67,,,,,8.0,,,,,,,,6.0,,,,,,,,,,,,413.2,294.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,210.0,,,4500.0,
4 Roll Bender,,Faccin 4HEL 251,,5.0,1.0,,,,,,,,,,,,4.36,5.0,,1.0,16.19,20.0,FALSE,43.21,1.0,4598.82,10,Italy,5.21,59055.12,80.0,1199.69,,,,,4.0,,,,,,,,3.0,,,,,,,,,,,,383.2,252.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2500.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,180.0,,,2900.0,
4 Roll Bender,,Faccin 4HEL 254,,5.0,1.0,,,,,,,,,,,,17.11,5.0,,1.0,17.83,20.0,FALSE,43.21,1.0,5498.59,10,Italy,18.63,236220.47,80.0,1699.56,,,,,14.0,,,,,,,,12.0,,,,,,,,,,,,523.2,448.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2500.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,320.0,,,10000.0,
4 Roll Bender,,Faccin 4HEL 301,,5.0,1.0,,,,,,,,,,,,6.41,5.0,,1.0,16.89,20.0,FALSE,43.21,1.0,5498.59,10,Italy,9.31,82677.17,80.0,1299.67,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,413.2,294.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,3000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,210.0,,,5000.0,
4 Roll Bender,,Faccin 4HEL 305,,5.0,1.0,,,,,,,,,,,,25.95,5.0,,1.0,20.09,20.0,FALSE,43.21,1.0,6098.44,10,Italy,29.8,354330.71,80.0,2399.33,,,,,25.0,,,,,,,,20.0,,,,,,,,,,,,603.2,560.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,3000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,400.0,,,21000.0,
4 Roll Bender,,Faccin 4HEL 310,,5.0,1.0,,,,,,,,,,,,71.43,5.0,,1.0,27.07,20.0,FALSE,43.21,1.0,8597.8,10,Italy,111.75,1003937.01,80.0,3598.0,,,,,75.0,,,,,,,,65.0,,,,,,,,,,,,1328.6,1022.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,3000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,730.0,,,68000.0,
4 Roll Bender,,Faccin 4HEL 401,,5.0,1.0,,,,,,,,,,,,6.69,5.0,,1.0,17.9,20.0,FALSE,43.21,1.0,6798.26,10,Italy,11.18,82677.17,80.0,1399.64,,,,,5.0,,,,,,,,3.0,,,,,,,,,,,,473.2,378.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,4000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,270.0,,,9500.0,
4 Roll Bender,,Faccin 4HEL 403,,5.0,1.0,,,,,,,,,,,,14.1,5.0,,1.0,20.03,20.0,FALSE,43.21,1.0,6898.23,10,Italy,22.35,177165.35,80.0,2099.46,,,,,12.0,,,,,,,,10.0,,,,,,,,,,,,573.2,518.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,4000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,370.0,,,18000.0,
4 Roll Bender,,Faccin 4HEL 406,,5.0,1.0,,,,,,,,,,,,25.34,5.0,,1.0,22.95,20.0,FALSE,43.21,1.0,8197.9,10,Italy,44.7,307086.61,80.0,2599.33,,,,,22.0,,,,,,,,18.0,,,,,,,,,,,,663.2,644.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,4000.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,460.0,,,36000.0,
4 Roll Bender,,Knuth RBM 20/04 CNC,,5.0,1.0,,,,,,,,,,,,3.18,5.0,,1.0,15.86,20.0,FALSE,43.21,1.0,4139.14,10,Germany,2.23,46900.0,80.0,1142.71,,,,,4.1,,,,,,,,3.0,,,,,,,,,,,,624.0,480.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,2108.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,152.4,,,2315.0,
4 Roll Bender,,Knuth RBM 40/13 CNC,,5.0,1.0,,,,,,,,,,,,12.75,5.0,,1.0,20.36,20.0,FALSE,43.21,1.0,7237.15,10,Germany,18.63,164150.0,80.0,2107.66,,,,,13.0,,,,,,,,9.7,,,,,,,,,,,,1614.0,1242.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,90.0,,,,,,,,296.0,,4089.0,81.28,0.0,,0.5,,,,,,,,,,,,,,,,,,,0.0,,381.0,,,20729.0,
Bend Press Brake,,11010 (Heller-hydraulic),,5.0,1.0,,,,3.5,,,,,,,,4.25,5.0,,1.0,15.58,20.0,FALSE,36.3,1.3,3149.6,10,USA,7.99,50290.0,80.0,1295.4,,,3048.0,,,,,,6.0,,,2540.0,,,,,,,27.8,25.3,27.8,14.5,15.9,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1096.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,15010 (Heller-hydraulic),,5.0,1.0,,,,3.5,,,,,,,,5.0,5.0,,1.0,15.71,20.0,FALSE,36.3,1.3,3149.6,10,USA,10.66,55930.0,80.0,1397.0,,,3048.0,,,,,,6.0,,,2540.0,,,,,,,33.5,30.5,33.9,17.3,19.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1494.6,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,18510 (Heller-hydraulic),,5.0,1.0,,,,3.5,,,,,,,,5.93,5.0,,1.0,15.92,20.0,FALSE,36.3,1.3,3149.6,10,USA,15.99,57998.0,80.0,1549.4,,,3048.0,,,,,,4.0,,,2540.0,,,,,,,38.9,35.4,38.9,20.2,22.2,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1843.4,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,Autobrake 2000 Model: AB1016 (Roper Whitney),,5.0,1.0,,,,3.5,,,,,,,,4.99,4.0,,1.0,17.19,20.0,FALSE,36.3,1.3,4013.2,10,USA,7.0,65000.0,80.0,1955.8,,,3098.8,,,,,,6.0,,,1963.5,,,,,,,2.7,2.5,2.7,1.5,1.6,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,398.6,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,Bend Brake - 1500kN Press Force,,5.0,1.0,,,,3.5,,,,,,,,7.56,4.0,,1.0,15.58,20.0,TRUE,36.3,1.3,3200.0,10,Virtual,10.0,100000.0,80.0,1600.0,,,3000.0,,,,,,6.0,,,2500.0,,,,,,,30.0,25.0,30.0,15.0,15.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1500.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,Bend Brake - 2500kN Press Force,,5.0,1.0,,,,3.5,,,,,,,,9.08,4.0,,1.0,16.57,20.0,TRUE,36.3,1.3,4000.0,10,Virtual,12.0,120000.0,80.0,2000.0,,,3500.0,,,,,,6.0,,,2500.0,,,,,,,35.0,30.0,35.0,20.0,22.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,2500.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,Bend Brake - 800kN Press Force,,5.0,1.0,,,,3.5,,,,,,,,5.75,4.0,,1.0,14.82,20.0,TRUE,36.3,1.3,2300.0,10,Virtual,6.0,80000.0,80.0,1250.0,,,1500.0,,,,,,6.0,,,1000.0,,,,,,,12.0,10.0,12.0,9.0,10.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,800.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,Default Bend Brake,,5.0,1.0,,,,3.5,,,,,,,,6.44,3.0,,1.0,15.57,20.0,FALSE,36.3,1.3,3911.6,10,USA,7.0,88843.6,80.0,1727.2,,,1524.0,,,,,,6.0,,,1016.0,,,,,,,29.0,26.4,29.0,9.0,10.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,75.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,FBD1253-NT (Amada- Upacting),,5.0,1.0,,,,3.5,,,,,,,,6.44,3.0,,1.0,15.28,20.0,FALSE,36.3,1.3,3632.2,10,USA,7.0,88843.6,80.0,1549.6,,,2997.2,,,,,,6.0,,,2692.2,,,,,,,29.8,27.1,29.8,15.5,17.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1365.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,HFE2204 (Amada- DownActing),,5.0,1.0,,,,3.5,,,,,,,,14.07,4.0,,1.0,18.92,20.0,FALSE,36.3,1.3,6096.0,10,Japan,7.0,215000.0,80.0,2438.4,,,4267.2,,,,,,6.0,,,3810.0,,,,,,,35.0,31.8,35.0,20.0,22.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,2373.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,HG-1303 (Amada),,5.0,1.0,,,,3.5,,,,,,,,16.32,4.0,,1.0,16.59,20.0,FALSE,36.3,1.3,4100.0,10,Japan,17.85,225000.0,80.0,1962.0,,,3110.0,,,,,,6.0,,,2700.0,,,,,,,26.3,24.4,26.8,14.0,15.3,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1300.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,HG-2204 (Amada),,5.0,1.0,,,,3.5,,,,,,,,23.69,4.0,,1.0,17.45,20.0,FALSE,36.3,1.3,5240.0,10,Japan,30.6,315000.0,80.0,2020.0,,,4300.0,,,,,,6.0,,,3760.0,,,,,,,40.3,36.7,40.3,20.9,23.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,2200.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,HG-5020 (Amada),,5.0,1.0,,,,3.5,,,,,,,,9.71,4.0,,1.0,15.79,20.0,FALSE,36.3,1.3,3080.0,10,Japan,10.2,135000.0,80.0,1860.0,,,2150.0,,,,,,6.0,,,1700.0,,,,,,,14.8,13.5,14.8,7.7,8.5,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,500.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,HG-8025 (Amada),,5.0,1.0,,,,3.5,,,,,,,,12.95,4.0,,1.0,16.12,20.0,FALSE,36.3,1.3,3590.0,10,Japan,13.6,180000.0,80.0,1860.0,,,2600.0,,,,,,6.0,,,2210.0,,,,,,,19.3,17.6,19.3,10.1,11.1,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,800.0,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,SPH-30C (Amada),,5.0,1.0,,,,3.5,,,,,,,,5.86,3.0,,1.0,14.04,20.0,FALSE,36.3,1.3,1449.98,10,USA,7.99,88843.6,80.0,549.99,,,415.0,,,,,,6.0,,,510.0,,,,,,,11.1,10.1,11.1,5.8,6.4,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,323.6,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Bend Press Brake,,SPH-60C (Amada),,5.0,1.0,,,,3.5,,,,,,,,6.59,3.0,,1.0,14.38,20.0,FALSE,36.3,1.3,1679.98,10,USA,7.99,88843.6,80.0,1259.98,,,835.0,,,,,,6.0,,,510.0,,,,,,,22.2,20.2,22.2,11.5,12.7,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,588.4,,,,,,,,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Laser Cutting Machine,,Cincinnati CL 850,,5.0,0.73,,3048.0,1524.0,,,,,,,,,37.4,2.0,,1.0,23.68,20.0,FALSE,36.3,1.63,12444.98,10,USA,7.14,600000.0,80.0,4623.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,5000.0,,,,,,,,154000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Default Laser,,5.0,0.73,,6096.0,3048.0,,,,,,,,,18.99,2.0,,1.0,21.78,20.0,FALSE,36.3,1.63,7620.0,10,USA,5.51,300000.0,80.0,6096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,60000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,ESAB - 3000XT,,5.0,0.73,,2048.0,1524.0,,,,,,,,,18.87,2.0,,1.0,21.78,20.0,FALSE,36.3,1.63,7620.0,10,South Korea,4.29,300000.0,80.0,6096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,90000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Echo 3300,,5.0,0.73,,4876.0,2438.0,,,,,,,,,18.81,2.0,,1.0,21.78,20.0,FALSE,36.3,1.63,7620.0,10,USA,5.51,300000.0,80.0,6096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA 300k price group had more name-rows than distinct source rows; length/width/power reused from closest match,,1,,1.0,,,,0.0,,,,,,3300.0,,,,,,,,60000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,FO-MII 2412 NT,,5.0,0.73,,2520.0,1550.0,,,,,,,,,24.39,2.0,,1.0,16.42,20.0,FALSE,36.3,1.63,5884.0,10,Japan,38.0,308000.0,80.0,2573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,113000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,FO-MII 3015 NT,,5.0,0.73,,3070.0,1550.0,,,,,,,,,36.4,2.0,,1.0,18.54,20.0,FALSE,36.3,1.63,9903.0,10,Japan,53.0,469000.0,80.0,2778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,113000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,FO-MII RI 3015,,5.0,0.73,,3070.0,1270.0,,,,,,,,,36.34,2.0,,1.0,20.36,20.0,FALSE,36.3,1.63,11555.0,10,Japan,53.0,468000.0,80.0,3302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,113000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,LC-2412 F1 NT,,5.0,0.73,,2520.0,1150.0,,,,,,,,,18.76,2.0,,1.0,21.02,20.0,FALSE,36.3,1.63,9478.0,10,Japan,29.63,308000.0,80.0,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,90000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,LC-3015 F1 NT,,5.0,0.73,,3070.0,2050.0,,,,,,,,,18.92,2.0,,1.0,21.63,20.0,FALSE,36.3,1.63,9845.0,10,Japan,133.0,323000.0,80.0,2910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,100000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,LC-4020 F1 NT,,5.0,0.73,,4070.0,1550.0,,,,,,,,,37.38,2.0,,1.0,25.81,20.0,FALSE,36.3,1.63,11580.0,10,Japan,133.0,853000.0,80.0,3410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,130000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,LCG-3015,,5.0,0.73,,3070.0,2000.0,,,,,,,,,46.61,2.0,,1.0,25.81,20.0,FALSE,36.3,1.63,4834.13,10,Japan,8.57,468000.0,80.0,11186.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,3300.0,,,,,,,,120000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Laser Cutter - 10000 Watts,,5.0,0.73,,3000.0,1500.0,,,,,,,,,23.12,2.0,,1.0,18.55,20.0,TRUE,36.3,1.63,9950.0,10,Virtual,81.0,950000.0,80.0,4600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,170000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Laser Cutter - 2000 Watts,,5.0,0.73,,3500.0,1800.0,,,,,,,,,39.65,2.0,,1.0,18.73,20.0,TRUE,36.3,1.63,7000.0,10,Virtual,4.0,300000.0,80.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,170000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
